Node,Module,Degree Centrality,Betweenness Centrality,Eigenvector Centrality
Clostridium_sensu_stricto_9,0,0.39207048458149785,0.0015593933959689682,0.0539984969714575
SWB02,0,0.39647577092511016,0.0021831507543565555,0.0538874628493197
Thermoanaerobaculum,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Rhodovastum,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Geothrix,0,0.40969162995594716,0.0,0.05730234507462145
unidentified_GIF3,0,0.37885462555066085,0.00019147939382614643,0.049842524652417376
BSV13,0,0.39647577092511016,0.0014034540563720712,0.05412343004014297
Subgroup_10,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Hyphomicrobium,0,0.3876651982378855,0.0014814237261705197,0.053684108314133006
Rhizomicrobium,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Bdellovibrio,0,0.39647577092511016,0.003976453159720869,0.053820991671328915
Desulfovibrio,0,0.37885462555066085,9.726604281968797e-05,0.04984252465241739
unidentified_BSV26,0,0.39647577092511016,0.002261120424155004,0.0541232981094602
Candidatus_Omnitrophus,0,0.40088105726872253,0.00510701337179837,0.05344735312498786
OM27_clade,0,0.37885462555066085,9.726604281968797e-05,0.04984252465241739
unidentified_Vicinamibacterales,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Clostridium_sensu_stricto_1,0,0.37885462555066085,0.0005066068092615422,0.04984252465241739
unidentified_Candidatus_Woesebacteria,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Terracidiphilus,0,0.37885462555066085,0.00019147939382614643,0.049842524652417376
Acidisoma,0,0.37885462555066085,9.726604281968797e-05,0.04984252465241739
unidentified_Simkaniaceae,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
unidentified_Lineage_IV,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
unidentified_Candidatus_Zambryskibacteria,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
unidentified_JG30-KF-CM45,0,0.40969162995594716,0.0019882265798604345,0.057301914396253574
unidentified_WWE3,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Turneriella,0,0.40528634361233484,0.0,0.05662064889192486
ADurb.Bin118,0,0.37885462555066085,9.726604281968797e-05,0.04984252465241739
unidentified_Firestonebacteria,0,0.40528634361233484,0.003781528985224748,0.05656734052394977
unidentified_Saccharimonadales,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Silvanigrella,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
unidentified_Methylacidiphilaceae,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Herbinix,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
unidentified_Saprospiraceae,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
RBG-16-49-21,0,0.37885462555066085,9.726604281968797e-05,0.04984252465241739
Desulfitobacterium,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Pir2_lineage,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Clostridium_sensu_stricto_5,0,0.37885462555066085,8.737980236033012e-06,0.04984252465241739
Blautia,2,0.40528634361233484,1.9748791057367053e-05,0.04924968766052345
Bacteroides,2,0.40528634361233484,0.0014034540563720712,0.0495188435502791
Anaerostipes,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
Desulfobacca,0,0.5726872246696035,0.008225800163736308,0.05991466692419822
Bifidobacterium,2,0.40528634361233484,0.0002226787798631502,0.04924968766052345
Spirochaeta,2,0.40528634361233484,0.0,0.04950493951023701
Syntrophobacter,2,0.40528634361233484,0.0,0.049732324907432984
[Ruminococcus]_gnavus_group,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Haliangium,2,0.5506607929515419,0.008147830493937858,0.05657703502594649
Ellin516,2,0.39207048458149785,0.005886710069782855,0.045859882724573364
Butyricicoccus,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
MND1,2,0.40528634361233484,0.003274726131534833,0.04973388781073948
Parabacteroides,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
Parasutterella,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
Sterolibacterium,2,0.5022026431718062,0.07165412654477409,0.05275541622248235
Bryobacter,2,0.40969162995594716,0.0029238626174418153,0.05023014887175442
Lachnospira,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Telmatospirillum,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
Methanosaeta,2,0.5110132158590309,0.0,0.05356075160078497
Bauldia,2,0.5198237885462555,0.005730770730185958,0.05433268421819489
Sulfuricella,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
IS-44,2,0.40528634361233484,0.0,0.04950103617265424
Candidatus_Koribacter,2,0.5550660792951543,0.002261120424155004,0.05678731597286062
Roseiarcus,2,0.38325991189427316,0.0009356360375813808,0.044169285777874934
Hirschia,2,0.40528634361233484,1.9748791057367053e-05,0.04924968766052345
Fusobacterium,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Ferruginibacter,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Sulfuricurvum,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
unidentified_Acetobacteraceae,2,0.5110132158590309,0.005301937546294492,0.05356003596236045
RB41,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
TPD-58,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Minicystis,0,0.5638766519823789,0.0001169545046976726,0.058767863225954155
Phaselicystis,2,0.3876651982378855,0.000584772523488363,0.045086802642636356
Hydrogenispora,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Edaphobaculum,2,0.40528634361233484,2.2185343238568568e-05,0.04924968766052345
Terrimonas,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
unidentified_Micropepsaceae,2,0.40528634361233484,0.0002226787798631502,0.04924968766052345
Neochlamydia,2,0.40528634361233484,0.0,0.04972035751396823
Chthoniobacter,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Phenylobacterium,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Puia,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Rhodanobacter,2,0.40528634361233484,0.0002226787798631502,0.04924968766052345
Opitutus,2,0.5374449339207049,0.005223967876496044,0.05588608954743961
Methanoregula,2,0.40088105726872253,0.004288331838914662,0.04820139907716359
unidentified_Thermodesulfovibrionia,2,0.40528634361233484,4.508450294468104e-06,0.04924968766052345
Pedosphaera,2,0.5286343612334802,0.005691785895286734,0.05511114384738033
Legionella,2,0.5110132158590309,0.0,0.05356136202422997
Brevinema,2,0.5418502202643173,0.0027679232778449183,0.05626572303232806
unidentified_Babeliales,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Lysinibacillus,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Roseimicrobium,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
unidentified_Caulobacteraceae,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Spirochaeta_2,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Methanocella,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Leptolinea,2,0.40528634361233484,0.00042883318389146623,0.049496025033411405
Candidatus_Iainarchaeum,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
FukuN18_freshwater_group,2,0.5110132158590309,0.0,0.053561379311370075
Desulfatiglans,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
unidentified_Diplorickettsiaceae,2,0.5550660792951543,0.002261120424155004,0.05678731597286063
unidentified_Mitochondria,2,0.40528634361233484,0.0002226787798631502,0.04924968766052345
Ferritrophicum,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Clostridium_sensu_stricto_10,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
DEV008,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Plot4-2H12,2,0.40528634361233484,2.2185343238568568e-05,0.04924968766052345
Desulfosporosinus,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
Clostridium_sensu_stricto_3,2,0.40528634361233484,1.9748791057367053e-05,0.04924968766052345
Paludibacter,2,0.40528634361233484,0.0002226787798631502,0.04924968766052345
Clostridium_sensu_stricto_8,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
LD29,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Pir1_lineage,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Solibacillus,2,0.40528634361233484,7.110116817619171e-06,0.04924968766052345
unidentified_Ruminococcaceae,2,0.40528634361233484,4.508119865557326e-05,0.04924968766052345
unidentified_67-14,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Verruc-01,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
unidentified_Vermiphilaceae,2,0.40528634361233484,1.414570749897653e-05,0.04924968766052345
Others,0,0.5594713656387665,0.025652021363689527,0.05874792592358388
unidentified_Candidatus_Kaiserbacteria,0,0.37004405286343617,0.000584772523488363,0.04649561072309241
unidentified_Syntrophobacterales,0,0.37004405286343617,0.0,0.04839520109365233
UTBCD1,0,0.35682819383259917,0.0030798019570387122,0.04332470675099316
Sulfuritalea,0,0.37004405286343617,0.0028069081127441425,0.046555179004324584
